Date,Open,High,Low,Close,Volume,Adj Close
2010-12-31,115.32,115.730003,115.040001,115.629997,3725200,100.251068
2010-12-30,115.529999,115.709999,115.260002,115.449997,6599100,100.095008
2010-12-29,115.709999,115.980003,115.620003,115.650002,6621900,100.268412
2010-12-28,115.769997,115.879997,115.339996,115.790001,4738400,100.174778
2010-12-27,115.360001,115.639999,115.150002,115.540001,4138600,99.958492
2010-12-23,115.510002,115.790001,115.400002,115.730003,3578800,100.122871
2010-12-22,115.349998,115.660004,115.25,115.580002,3487300,99.993099
2010-12-21,115.110001,115.459999,114.989998,115.309998,4783100,99.759507
2010-12-20,115.139999,115.150002,114.379997,114.75,6742100,99.275029
2010-12-17,114.93,114.989998,114.480003,114.949997,4621200,99.448055
2010-12-16,114.989998,115.389999,114.419998,115.239998,8109500,99.471417
2010-12-15,114.910004,115.440002,114.68,114.889999,5851100,99.169309
2010-12-14,114.629997,115.379997,114.589996,115.010002,5212500,99.272892
2010-12-13,114.669998,115.029999,114.43,114.489998,4756900,98.824041
2010-12-10,114.099998,114.339996,113.769997,114.290001,8294000,98.65141
2010-12-09,114.349998,114.389999,113.510002,113.919998,5237500,98.332036
2010-12-08,113.699997,114.080002,113.449997,113.889999,6518700,98.306142
2010-12-07,114.620003,114.709999,113.669998,113.730003,7617300,98.168039
2010-12-06,113.779999,114.050003,113.629997,113.739998,6181100,98.176666
2010-12-03,113.339996,114.019997,113.309998,113.940002,4550500,98.349303
2010-12-02,112.769997,113.870003,112.75,113.739998,6146200,98.176666
2010-12-01,111.68,112.900002,111.589996,112.669998,7312300,97.253077
2010-11-30,109.669998,110.760002,109.559998,110.169998,8055600,95.095158
2010-11-29,110.260002,110.860001,109.400002,110.650002,6040400,95.509481
2010-11-26,110.940002,111.349998,110.639999,110.639999,2330100,95.500848
2010-11-24,111.00,111.959999,111.00,111.849998,4288200,96.54528
2010-11-23,110.779999,110.809998,109.900002,110.389999,6615500,95.285056
2010-11-22,111.550003,111.860001,110.540001,111.82,6814800,96.519386
2010-11-19,111.660004,112.059998,111.18,112.010002,4474300,96.68339
2010-11-18,111.360001,112.370003,111.349998,112.150002,7154500,96.492627
2010-11-17,110.639999,110.790001,110.260002,110.440002,5558800,95.021363
2010-11-16,111.589996,111.739998,110.07,110.50,9492400,95.072984
2010-11-15,112.32,113.029999,112.18,112.25,6607300,96.578665
2010-11-12,112.459999,112.989998,111.650002,112.160004,8695800,96.501233
2010-11-11,112.900002,113.260002,112.529999,113.080002,5517900,97.292789
2010-11-10,113.620003,113.889999,112.760002,113.730003,9956900,97.852043
2010-11-09,114.379997,114.410004,113.230003,113.690002,5838500,97.817627
2010-11-08,114.139999,114.349998,113.779999,114.220001,4081700,98.273632
2010-11-05,114.449997,114.629997,114.050003,114.540001,6347900,98.548956
2010-11-04,113.309998,114.519997,113.239998,114.43,9353700,98.454313
2010-11-03,112.07,112.370003,111.059998,112.300003,10108800,96.621687
2010-11-02,112.010002,112.279999,111.849998,111.879997,4073600,96.260318
2010-11-01,111.68,112.510002,110.669998,111.32,9428500,95.778503
2010-10-29,111.019997,111.379997,110.809998,111.309998,5972000,95.769897
2010-10-28,111.769997,111.860001,110.580002,111.099998,5657500,95.589216
2010-10-27,111.120003,111.459999,110.260002,111.309998,7608300,95.769897
2010-10-26,111.199997,111.910004,110.93,111.760002,5371300,96.157076
2010-10-25,111.900002,112.550003,111.660004,111.709999,6126500,96.114054
2010-10-22,111.589996,111.68,111.150002,111.360001,3549800,95.812919
2010-10-21,111.580002,112.209999,110.699997,111.540001,6992000,95.967789
2010-10-20,110.089996,111.580002,109.82,111.089996,7394700,95.58061
2010-10-19,110.290001,110.68,109.169998,109.839996,9253700,94.505124
2010-10-18,110.68,111.589996,110.550003,111.010002,4434900,95.511784
2010-10-15,111.43,111.470001,110.110001,110.68,9377400,95.227854
2010-10-14,111.050003,111.230003,110.309998,111.07,8971700,95.483386
2010-10-13,110.82,111.639999,110.660004,111.059998,6921600,95.474787
2010-10-12,109.93,110.629997,109.209999,110.260002,5373500,94.787056
2010-10-11,110.290001,110.400002,109.879997,110.260002,3527300,94.787056
2010-10-08,109.660004,110.410004,109.379997,110.160004,4812900,94.701091
2010-10-07,110.089996,110.110001,109.010002,109.599998,5282200,94.219672
2010-10-06,109.440002,109.830002,109.269997,109.769997,7215600,94.365814
2010-10-05,108.410004,109.68,108.269997,109.400002,6493200,94.047741
2010-10-04,108.160004,108.550003,107.07,107.57,5561600,92.474546
2010-10-01,108.550003,108.730003,107.839996,108.32,5987600,93.119297
2010-09-30,108.910004,109.519997,107.470001,107.910004,11670500,92.766837
2010-09-29,108.349998,108.709999,108.00,108.309998,6281000,93.110699
2010-09-28,108.360001,108.870003,107.300003,108.559998,7872700,93.325616
2010-09-27,108.57,108.730003,108.080002,108.190002,3989800,93.007543
2010-09-24,107.769997,108.660004,107.669998,108.57,5334900,93.334215
2010-09-23,106.639999,107.620003,106.410004,106.669998,7547400,91.700843
2010-09-22,107.559998,108.040001,107.080002,107.400002,5593500,92.328404
2010-09-21,107.540001,108.309998,107.169998,107.620003,8381800,92.517532
2010-09-20,106.400002,107.720001,106.199997,107.519997,5257500,92.43156
2010-09-17,106.349998,106.489998,105.650002,106.07,7777800,91.185043
2010-09-16,105.669998,106.239998,105.400002,106.190002,5449000,91.124014
2010-09-15,105.199997,106.059998,104.980003,105.940002,4374300,90.909484
2010-09-14,105.480003,106.07,105.169998,105.440002,5077800,90.480423
2010-09-13,105.650002,105.860001,105.059998,105.669998,4944900,90.677787
2010-09-10,104.419998,104.82,104.150002,104.779999,3521600,89.914059
2010-09-09,104.980003,105.00,103.970001,104.25,4396500,89.459255
2010-09-08,103.709999,104.400002,103.68,103.980003,5742100,89.227565
2010-09-07,104.160004,104.290001,103.410004,103.559998,4206700,88.867148
2010-09-03,104.220001,104.629997,103.290001,104.580002,6280300,89.742437
2010-09-02,102.910004,103.290001,102.620003,103.279999,3782600,88.626875
2010-09-01,101.360001,102.900002,101.330002,102.800003,8511100,88.21498
2010-08-31,99.889999,100.849998,99.519997,100.199997,10523400,85.983857
2010-08-30,101.230003,101.540001,100.160004,100.169998,4731200,85.958114
2010-08-27,100.529999,101.629997,99.400002,101.580002,10431400,87.16807
2010-08-26,100.959999,101.059998,99.669998,99.93,8258800,85.752167
2010-08-25,99.910004,100.980003,99.370003,100.610001,9732500,86.33569
2010-08-24,100.730003,101.150002,99.910004,100.400002,9543400,86.155485
2010-08-23,102.540001,103.050003,101.699997,101.760002,5552400,87.322532
2010-08-20,102.43,102.480003,101.470001,102.139999,8548600,87.648616
2010-08-19,104.080002,104.309998,102.550003,103.059998,8882600,88.108566
2010-08-18,104.260002,105.110001,103.68,104.57,6344900,89.399505
2010-08-17,103.989998,105.120003,103.669998,104.330002,5461600,89.194324
2010-08-16,102.809998,103.589996,102.379997,103.279999,5818900,88.296651
2010-08-13,103.209999,103.800003,103.099998,103.349998,6481600,88.356495
2010-08-12,102.849998,103.870003,102.779999,103.449997,14562800,88.441986
2010-08-11,105.190002,105.209999,103.910004,104.129997,9496200,89.023335
2010-08-10,106.360001,107.18,105.669998,106.660004,8434400,91.186301
2010-08-09,107.00,107.370003,106.639999,107.120003,3723500,91.579566
2010-08-06,105.919998,106.730003,105.309998,106.690002,7524700,91.211948
2010-08-05,106.43,106.879997,106.230003,106.879997,3631700,91.374379
2010-08-04,106.650002,107.150002,106.379997,106.959999,7289900,91.442775
2010-08-03,106.480003,106.830002,106.059998,106.389999,5440100,90.955468
2010-08-02,106.080002,106.989998,105.879997,106.730003,6852300,91.246146
2010-07-30,103.800003,105.129997,103.540001,104.699997,11706000,89.510642
2010-07-29,105.660004,105.93,103.919998,104.669998,11562800,89.484996
2010-07-28,105.239998,105.550003,104.690002,105.089996,7157900,89.844063
2010-07-27,105.75,105.839996,105.00,105.440002,10259500,90.143292
2010-07-26,104.410004,105.330002,104.209999,105.260002,9047000,89.989405
2010-07-23,103.110001,104.50,102.919998,104.269997,13384300,89.143024
2010-07-22,102.25,103.709999,102.220001,103.25,10386600,88.271004
2010-07-21,102.669998,102.699997,100.720001,101.230003,10812500,86.544058
2010-07-20,100.099998,102.400002,100.040001,102.330002,9200800,87.484474
2010-07-19,101.410004,101.900002,100.760002,101.620003,7289500,86.877478
2010-07-16,103.010002,103.110001,100.830002,101.010002,12219700,86.355974
2010-07-15,103.720001,103.879997,102.489998,103.699997,11495700,88.576211
2010-07-14,103.529999,104.089996,103.120003,103.75,8757900,88.618922
2010-07-13,103.220001,104.18,103.169998,103.730003,9339100,88.601841
2010-07-12,101.849998,102.300003,101.550003,102.25,6613100,87.337684
2010-07-09,101.459999,102.129997,101.279999,102.110001,7377600,87.218103
2010-07-08,100.900002,101.510002,100.400002,101.510002,9456500,86.705609
2010-07-07,97.540001,100.370003,97.50,100.290001,12255100,85.663535
2010-07-06,97.989998,98.620003,96.610001,97.449997,10251400,83.237722
2010-07-02,97.529999,97.739998,96.169998,96.870003,11305700,82.742315
2010-07-01,97.75,98.00,96.260002,97.339996,18562200,83.143764
2010-06-30,98.510002,99.129997,97.589996,97.730003,13386200,83.476892
2010-06-29,100.190002,100.230003,98.129997,98.730003,16662900,84.33105
2010-06-28,101.690002,102.050003,101.040001,101.440002,6770700,86.645818
2010-06-25,101.800003,102.029999,100.830002,101.720001,10893500,86.884982
2010-06-24,102.510002,102.639999,101.300003,101.559998,13397700,86.748313
2010-06-23,103.080002,103.68,102.269997,102.989998,12966900,87.96976
2010-06-22,104.50,104.940002,102.839996,102.93,11915600,87.918512
2010-06-21,105.730003,105.959999,103.959999,104.449997,10258800,89.21683
2010-06-18,104.510002,104.839996,104.230003,104.489998,6890700,89.250997
2010-06-17,104.510002,104.620003,103.379997,104.559998,9742800,89.148494
2010-06-16,103.690002,104.480003,103.519997,104.290001,9602400,88.918293
2010-06-15,102.809998,104.290001,102.099998,104.169998,9402100,88.815978
2010-06-14,102.989998,103.489998,102.040001,102.139999,8995700,87.085188
2010-06-11,101.07,102.349998,101.019997,102.309998,9066300,87.23013
2010-06-10,100.599998,101.980003,100.599998,101.879997,13825600,86.863509
2010-06-09,99.980003,100.779999,98.800003,99.150002,16076800,84.535898
2010-06-08,98.360001,99.669998,97.699997,99.440002,25086600,84.783154
2010-06-07,99.660004,99.919998,98.199997,98.269997,13694600,83.7856
2010-06-04,100.970001,101.18,99.00,99.440002,20047200,84.783154
2010-06-03,102.989998,103.260002,101.839996,102.690002,11856600,87.554124
2010-06-02,100.860001,102.650002,100.410004,102.610001,14879500,87.485914
2010-06-01,100.669998,102.290001,100.230003,100.32,17009600,85.533445
2010-05-28,102.589996,102.629997,101.040001,101.470001,19442500,86.513944
2010-05-27,101.440002,102.730003,101.07,102.720001,18333200,87.579701
2010-05-26,100.879997,101.800003,99.519997,99.68,18499900,84.987778
2010-05-25,98.529999,100.57,97.75,100.459999,25166200,85.65281
2010-05-24,101.370003,101.980003,100.529999,100.68,16537800,85.840384
2010-05-21,99.300003,101.970001,99.019997,101.839996,30840500,86.829404
2010-05-20,102.970001,103.25,101.00,101.110001,28708100,85.882164
2010-05-19,104.959999,105.580002,103.589996,104.769997,24115100,88.99094
2010-05-18,107.290001,107.510002,105.139999,105.389999,19213400,89.517567
2010-05-17,106.690002,106.919998,104.660004,106.519997,17552200,90.477379
2010-05-14,107.449997,107.669998,105.620003,106.510002,17962100,90.468889
2010-05-13,108.949997,109.459999,107.970001,108.099998,11160700,91.819422
2010-05-12,108.080002,109.349998,107.949997,109.260002,12985000,92.804721
2010-05-11,107.139999,108.93,106.980003,107.669998,16440600,91.454182
2010-05-10,107.57,108.470001,107.00,108.00,20454000,91.734484
2010-05-07,105.019997,105.940002,102.540001,103.779999,33885700,88.150043
2010-05-06,108.370003,109.150002,99.160004,105.260002,34425300,89.407148
2010-05-05,108.550003,109.559998,108.25,108.800003,18900400,92.414001
2010-05-04,110.510002,110.540001,108.699997,109.360001,19911700,92.889659
2010-05-03,110.57,111.82,110.57,111.540001,8324800,94.741337
2010-04-30,111.809998,112.00,110.040001,110.099998,14615900,93.518208
2010-04-29,110.940002,112.00,110.919998,111.690002,7472600,94.868747
2010-04-28,110.379997,110.839996,109.690002,110.550003,14833300,93.900439
2010-04-27,111.760002,112.18,109.730003,109.870003,19874600,93.322852
2010-04-26,112.110001,112.580002,112.019997,112.080002,8015700,95.20001
2010-04-23,111.290001,112.040001,111.050003,111.959999,13873100,95.098081
2010-04-22,110.610001,111.510002,110.150002,111.349998,9946100,94.57995
2010-04-21,111.139999,111.50,110.690002,111.160004,9115800,94.41857
2010-04-20,111.220001,111.43,110.779999,111.099998,8901000,94.367602
2010-04-19,109.860001,110.910004,109.739998,110.839996,10482500,94.146758
2010-04-16,111.260002,111.50,109.699997,110.18,22103600,93.586162
2010-04-15,111.080002,111.620003,111.040001,111.559998,8664000,94.681028
2010-04-14,110.599998,111.32,110.43,111.290001,7987400,94.451882
2010-04-13,110.00,110.440002,109.529999,110.25,6104100,93.569233
2010-04-12,110.139999,110.360001,109.980003,110.18,4366500,93.509824
2010-04-09,109.519997,110.080002,109.410004,110.059998,6013100,93.407978
2010-04-08,108.709999,109.57,108.50,109.370003,8764300,92.822379
2010-04-07,109.550003,109.699997,108.519997,109.050003,10894000,92.550795
2010-04-06,109.449997,109.870003,109.279999,109.720001,4407600,93.119422
2010-04-05,109.589996,109.879997,109.25,109.730003,4237800,93.127911
2010-04-01,109.239998,109.580002,108.660004,109.279999,11474400,92.745992
2010-03-31,108.82,109.040001,108.32,108.610001,6078200,92.177364
2010-03-30,109.010002,109.379997,108.669998,109.129997,5781300,92.618686
2010-03-29,108.790001,109.160004,108.669998,108.919998,5886300,92.440459
2010-03-26,108.629997,109.07,108.129997,108.43,8859800,92.024598
2010-03-25,108.989998,109.529999,108.32,108.440002,9526500,92.033087
2010-03-24,108.519997,108.809998,108.220001,108.400002,7075900,91.999138
2010-03-23,108.029999,108.919998,107.830002,108.870003,9105900,92.398028
2010-03-22,106.949997,108.07,106.919998,107.790001,8835200,91.48143
2010-03-19,107.339996,108.169998,106.919998,107.339996,12068000,91.099511
2010-03-18,107.529999,108.029999,107.459999,107.949997,7495600,91.441536
2010-03-17,107.309998,107.870003,107.230003,107.519997,6989400,91.077295
2010-03-16,106.779999,107.120003,106.410004,107.07,6848800,90.696114
2010-03-15,106.300003,106.629997,105.870003,106.57,6760400,90.272578
2010-03-12,106.639999,106.68,106.129997,106.419998,10139600,90.145515
2010-03-11,105.639999,106.290001,105.239998,106.279999,7739600,90.026926
2010-03-10,105.82,106.139999,105.379997,105.769997,7325500,89.594917
2010-03-09,105.440002,106.230003,105.410004,105.709999,8672300,89.544094
2010-03-08,105.720001,105.959999,105.50,105.589996,5728100,89.442443
2010-03-05,104.989998,105.769997,104.870003,105.760002,6753500,89.586451
2010-03-04,104.239998,104.57,103.959999,104.50,6168300,88.519137
2010-03-03,104.349998,104.769997,103.830002,104.089996,5891900,88.171834
2010-03-02,104.43,104.639999,103.949997,104.010002,5673300,88.104073
2010-03-01,103.669998,104.199997,103.580002,104.019997,5818700,88.112539
2010-02-26,103.349998,103.610001,102.779999,103.300003,6961100,87.502652
2010-02-25,102.25,103.339996,101.919998,103.300003,10052900,87.502652
2010-02-24,103.18,103.949997,102.989998,103.699997,9658700,87.841476
2010-02-23,103.610001,104.139999,102.690002,102.870003,10810200,87.13841
2010-02-22,104.379997,104.379997,103.709999,103.839996,5285200,87.960065
2010-02-19,103.699997,104.389999,103.419998,103.989998,9324500,88.087128
2010-02-18,103.169998,104.300003,103.160004,104.169998,8677700,88.015126
2010-02-17,103.160004,103.440002,102.949997,103.379997,8784900,87.34764
2010-02-16,102.010002,102.970001,101.589996,102.809998,8958800,86.866037
2010-02-12,100.529999,101.370003,99.989998,101.269997,13643000,85.564862
2010-02-11,100.419998,101.75,99.870003,101.580002,9934200,85.826791
2010-02-10,100.550003,100.970001,99.75,100.519997,11212100,84.931174
2010-02-09,100.160004,101.489998,99.839996,100.650002,19228000,85.041017
2010-02-08,100.00,100.379997,99.120003,99.220001,10929500,83.832784
2010-02-05,100.150002,100.339996,98.360001,100.160004,28939700,84.627009
2010-02-04,101.949997,102.07,100.010002,100.040001,16419300,84.525617
2010-02-03,102.620003,103.059998,102.339996,102.629997,6561600,86.713952
2010-02-02,101.949997,103.099998,101.68,102.879997,8891300,86.925181
2010-02-01,101.209999,102.349998,101.07,101.839996,9985500,86.046466
2010-01-29,101.559998,102.360001,100.410004,100.550003,14556900,84.956527
2010-01-28,102.589996,102.620003,100.510002,101.199997,13409200,85.505718
2010-01-27,101.669998,102.510002,100.989998,102.300003,16203100,86.435134
2010-01-26,101.660004,103.059998,101.480003,101.879997,18352400,86.080263
2010-01-25,102.389999,102.519997,101.669998,101.910004,18236800,86.105616
2010-01-22,103.379997,103.860001,101.550003,101.629997,24606900,85.869033
2010-01-21,105.970001,106.110001,103.709999,103.709999,22253800,87.626465
2010-01-20,106.50,106.540001,105.129997,106.019997,11896600,89.578224
2010-01-19,105.900002,107.230003,105.860001,107.169998,10877400,90.549881
2010-01-15,106.940002,106.980003,105.540001,106.010002,14027400,89.569779
2010-01-14,106.639999,107.150002,106.580002,107.029999,7039900,90.431593
2010-01-13,106.330002,106.989998,106.040001,106.75,8619100,90.195017
2010-01-12,105.849998,106.419998,105.580002,106.139999,8869900,89.679616
2010-01-11,106.400002,106.660004,105.82,106.540001,6858300,90.017585
2010-01-08,105.669998,106.110001,105.440002,106.110001,4912000,89.65427
2010-01-07,105.379997,106.019997,104.949997,105.940002,6312000,89.510635
2010-01-06,105.50,105.849998,105.360001,105.559998,6797200,89.189562
